address,baths,beds,carparks,extracted_date,land_area,property_type,sold_date,sold_price,state,suburb,zip
12 Meredith St,1,3,2,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.203m,VIC,Mount Waverley,3149
5 Merton Cl,2,4,2,21-03-2020,"1,091m²",House,UNAVAILABLE,$1.53m max bid,VIC,Mount Waverley,3149
7/1 Sadie St,2,4,1,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$845k,VIC,Mount Waverley,3149
32 Therese Av,1,3,2,21-03-2020,664m²,House,UNAVAILABLE,Price withheld,VIC,Mount Waverley,3149
2/7 Lemon Gr,3,4,2,21-03-2020,UNAVAILABLE,Townhouse,8th March 2020,$1.49m,VIC,Mount Waverley,3149
135 Albany Dr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$676k,UNAVAILABLE,Mulgrave,UNAVAILABLE
2 Aubyn Ct,1,3,−,21-03-2020,669m²,House,UNAVAILABLE,-1,VIC,Mulgrave,3170
67 Curie Av,2,4,2,21-03-2020,654m²,House,UNAVAILABLE,$797.5k,VIC,Mulgrave,3170
8 Glengariff Dr,2,4,2,21-03-2020,721m²,House,19th March 2020,$825k,VIC,Mulgrave,3170
1/34 Huxley Av,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$811k,UNAVAILABLE,Mulgrave,UNAVAILABLE
6 Mangana Dr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,UNAVAILABLE,Mulgrave,UNAVAILABLE
29 Brett St,2,3,4,21-03-2020,520m²,House,UNAVAILABLE,$1.002m,VIC,Murrumbeena,3163
10/174 Murrumbeena Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$325k max bid,UNAVAILABLE,Murrumbeena,UNAVAILABLE
5/28 Rosella St,1,1,1,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$500k,VIC,Murrumbeena,3163
6/9 Railway Pde,1,2,1,21-03-2020,UNAVAILABLE,Unit,11th March 2020,$602k,VIC,Murrumbeena,3163
23 Treanna Rd,1,1,−,21-03-2020,3.58ha,House,20th March 2020,$325k,VIC,Narrawong,3285
65 Windham St,2,4,2,21-03-2020,"5,630m²",House,19th March 2020,$510k,VIC,Narrawong,3285
21 Fernwood Rd,1,3,2,21-03-2020,643m²,House,16th March 2020,$545k,VIC,Narre Warren,3805
21 Fernwood Rd,1,3,2,21-03-2020,643m²,House,16th March 2020,$545k,VIC,Narre Warren,3805
6 Melissa Ct,2,4,2,21-03-2020,567m²,House,17th March 2020,$665k,VIC,Narre Warren,3805
6 Pin Oak Ct,1,4,2,21-03-2020,734m²,House,10th March 2020,$600k,VIC,Narre Warren,3805
1 Salinger La,2,3,1,21-03-2020,UNAVAILABLE,House,7th March 2020,$610k,VIC,Narre Warren,3805
29-30 Hilton Ct,2,5,3,21-03-2020,"4,005m²",House,UNAVAILABLE,$1.4m max bid,VIC,Narre Warren North,3804
44 Ripplebrook Bvd,5,4,3,21-03-2020,800m²,House,UNAVAILABLE,-1,VIC,Narre Warren North,3804
9 Sapphire Ct,2,4,2,21-03-2020,773m²,House,6th March 2020,$705k,VIC,Narre Warren North,3804
29 Cobblestone Av,2,4,2,21-03-2020,669m²,House,20th March 2020,$606k,VIC,Narre Warren South,3805
23 Fleur Ct,2,3,3,21-03-2020,UNAVAILABLE,House,16th March 2020,$515k,VIC,Narre Warren South,3805
32 Grenfell Ri,3,5,2,21-03-2020,643m²,House,3rd March 2020,$940k,VIC,Narre Warren South,3805
66 Kingston Av,2,4,2,21-03-2020,604m²,House,18th March 2020,$699.5k,VIC,Narre Warren South,3805
25 Malabar Ct,3,6,2,21-03-2020,701m²,House,11th March 2020,$645k,VIC,Narre Warren South,3805
1/25 Monash Rd,1,2,1,21-03-2020,UNAVAILABLE,Unit,17th March 2020,$238k,VIC,Newborough,3825
8/35-37 Monash Rd,2,3,2,21-03-2020,UNAVAILABLE,Townhouse,20th March 2020,$315k,VIC,Newborough,3825
7 Newland St,1,3,3,21-03-2020,700m²,House,18th March 2020,$479k,VIC,Newcomb,3219
18 Wilsons Rd,1,2,2,21-03-2020,664m²,House,UNAVAILABLE,$430k,VIC,Newcomb,3219
404 Pleasant St S,2,3,1,21-03-2020,UNAVAILABLE,House,17th March 2020,$585k,VIC,Newington,3350
153a Blackshaws Rd,4,4,2,21-03-2020,UNAVAILABLE,Unit,11th March 2020,$1.07m,VIC,Newport,3015
1/46 Blenheim Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,UNAVAILABLE,Newport,UNAVAILABLE
243 Douglas Pde,1,4,1,21-03-2020,UNAVAILABLE,House,5th March 2020,$1.32m,VIC,Newport,3015
68 Mason St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$790k,UNAVAILABLE,Newport,UNAVAILABLE
76A Graham St,3,4,2,21-03-2020,234m²,House,13th March 2020,$1.095m,VIC,Newport,3015
6/133 Aberdeen St,1,2,1,21-03-2020,UNAVAILABLE,Unit,12th March 2020,$439k,VIC,Newtown,3220
23 Clarke St,1,2,1,21-03-2020,UNAVAILABLE,House,27th February 2020,$555k,VIC,Newtown,3220
3/11 Elcho St,1,1,1,21-03-2020,UNAVAILABLE,Unit,17th March 2020,$240k,VIC,Newtown,3220
94 Buckingham Rd,3,4,2,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$960k max bid,VIC,Newtown,3220
8 Neiley St,1,4,6,21-03-2020,766m²,House,UNAVAILABLE,$850k,VIC,Newtown,3220
116 Prospect Rd,2,3,−,21-03-2020,680m²,House,UNAVAILABLE,$1.375m,VIC,Newtown,3220
4/28 Upper Skene St,1,2,1,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$370k,VIC,Newtown,3220
4 Windmill St,3,4,1,21-03-2020,791m²,House,UNAVAILABLE,-1,VIC,Newtown,3220
1/14-16 Moushall Av,1,2,1,21-03-2020,UNAVAILABLE,Unit,26th February 2020,$590k,VIC,Niddrie,3042
6/1 Ross St,2,3,2,21-03-2020,UNAVAILABLE,Townhouse,14th March 2020,$800k,VIC,Niddrie,3042
4/43-45 Bowmore Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,UNAVAILABLE,Noble Park,UNAVAILABLE
1/100 Chandler Rd,1,3,1,21-03-2020,327m²,Unit,17th March 2020,$528k,VIC,Noble Park,3174
104/51-53 Buckley St,1,2,1,21-03-2020,UNAVAILABLE,Unit,6th March 2020,$305k,VIC,Noble Park,3174
3/29 Knox St,1,3,1,21-03-2020,UNAVAILABLE,Unit,14th March 2020,$540k,VIC,Noble Park,3174
3 Loma St,1,3,1,21-03-2020,591m²,House,13th March 2020,$772k,VIC,Noble Park,3174
2/282 Police Rd,1,2,1,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$430k,VIC,Noble Park North,3174
4 Holdsworth Ct,2,4,2,21-03-2020,UNAVAILABLE,House,17th March 2020,$500k,VIC,Norlane,3214
11 Cowper St,1,3,1,21-03-2020,"1,200m²",House,13th March 2020,$325k,VIC,North Bendigo,3550
13/147 Curzon St,1,2,1,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$520k max bid,VIC,North Melbourne,3051
7/220-226 Dryburgh St,2,3,2,21-03-2020,UNAVAILABLE,House,15th March 2020,$1.075m,VIC,North Melbourne,3051
61 The Esplanade ,1,3,3,21-03-2020,"1,824m²",House,UNAVAILABLE,$1.45m,VIC,North Shore,3214
13 Obrien Cct,2,4,2,21-03-2020,612m²,House,20th March 2020,$480k,VIC,North Wonthaggi,3995
89-91 Wentworth Rd,2,4,2,21-03-2020,"1,502m²",House,17th March 2020,$430k,VIC,North Wonthaggi,3995
122 Christmas St,1,3,2,21-03-2020,454m²,House,13th March 2020,$1.4m,VIC,Northcote,3070
3/53 Gadd St,2,2,1,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$650k,VIC,Northcote,3070
10/286 High St,2,3,1,21-03-2020,UNAVAILABLE,Townhouse,12th March 2020,Price withheld,VIC,Northcote,3070
30 Kellett St,3,4,2,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.82m max bid,VIC,Northcote,3070
31 Kellett St,3,4,3,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$2.87m,VIC,Northcote,3070
3/2 McCracken Av,2,3,1,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,VIC,Northcote,3070
41 Union St,2,4,1,21-03-2020,375m²,House,19th March 2020,Price withheld,VIC,Northcote,3070
171A Westgarth St,1,2,1,21-03-2020,UNAVAILABLE,House,11th March 2020,$1.282m,VIC,Northcote,3070
19/342 High St,2,2,1,21-03-2020,UNAVAILABLE,Unit,4th March 2020,$928.235k,VIC,Northcote,3070
303C/168 Victoria Rd,2,2,2,21-03-2020,UNAVAILABLE,Unit,28th February 2020,$652.5k,VIC,Northcote,3070
2/213 Normanby Rd,1,2,2,21-03-2020,UNAVAILABLE,Unit,27th February 2020,$406k,VIC,Notting Hill,3168
113 Junction Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,UNAVAILABLE,Nunawading,UNAVAILABLE
120 Junction Rd,1,3,2,21-03-2020,385m²,House,21st March 2020,$960k,VIC,Nunawading,3131
5 Nott St,1,3,−,21-03-2020,655m²,House,UNAVAILABLE,$825k,VIC,Nunawading,3131
54 Worrell St,1,3,2,21-03-2020,729m²,House,UNAVAILABLE,$950k max bid,VIC,Nunawading,3131
26 Outlook Dr,1,3,1,21-03-2020,586m²,House,18th March 2020,$840k,VIC,Nunawading,3131
17 Grundy Av,2,2,1,21-03-2020,"2,458m²",House,13th March 2020,$418.5k,VIC,Nyora,3987
3 Charlotte St,1,3,2,21-03-2020,642m²,House,UNAVAILABLE,Price withheld,VIC,Oak Park,3046
8/38 Grevillia Rd,1,2,1,21-03-2020,191m²,Unit,21st March 2020,$637.5k,VIC,Oak Park,3046
2/66a Devereaux St,2,3,2,21-03-2020,UNAVAILABLE,Townhouse,16th March 2020,$700k,VIC,Oak Park,3046
1/198 Waterloo Rd,1,2,1,21-03-2020,UNAVAILABLE,Unit,14th March 2020,$419k,VIC,Oak Park,3046
8 Heath Av,1,3,3,21-03-2020,"1,039m²",House,18th March 2020,Price withheld,VIC,Oakleigh,3166
29 Logie St,2,4,2,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.7m,VIC,Oakleigh,3166
182 Ferntree Gully Rd,2,4,4,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$999k,VIC,Oakleigh East,3166
1/3 Gamble St,1,2,1,21-03-2020,UNAVAILABLE,Unit,18th March 2020,$805k,VIC,Oakleigh East,3166
1/75 Macrina St,3,4,2,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,-1,VIC,Oakleigh East,3166
8b Alvina St,2,4,2,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$1.16m,VIC,Oakleigh South,3167
74 Axford Cr,2,2,2,21-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,VIC,Oakleigh South,3167
7 Bakers Rd,1,3,2,21-03-2020,606m²,House,UNAVAILABLE,$1.16m,VIC,Oakleigh South,3167
34 Bossington St,1,4,2,21-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.1415m,VIC,Oakleigh South,3167
2/14 Norma Av,2,3,1,21-03-2020,223m²,Unit,UNAVAILABLE,$882.5k,VIC,Oakleigh South,3167
8 Carinae Ct,1,3,2,21-03-2020,585m²,House,19th March 2020,$535k,VIC,Ocean Grove,3226
64 Cerberus Dr,2,4,2,21-03-2020,595m²,House,12th March 2020,$627.5k,VIC,Ocean Grove,3226
3 Connewarre Pl,2,4,2,21-03-2020,560m²,House,15th March 2020,$925k,VIC,Ocean Grove,3226
13 Coramba St,2,3,2,21-03-2020,476m²,House,17th March 2020,$660k,VIC,Ocean Grove,3226
3/77 Dare St,2,2,2,21-03-2020,UNAVAILABLE,Townhouse,16th March 2020,$670k,VIC,Ocean Grove,3226
2/60 Draper St,1,2,1,21-03-2020,210m²,House,10th March 2020,$515k,VIC,Ocean Grove,3226
23 Janelle Wy,2,4,2,21-03-2020,648m²,House,24th February 2020,$750k,VIC,Ocean Grove,3226
31 Kalinga Rd,2,2,1,21-03-2020,627m²,House,18th March 2020,$705k,VIC,Ocean Grove,3226
18 Lynwood Ct,1,2,1,21-03-2020,279m²,House,20th March 2020,$540k,VIC,Ocean Grove,3226
1/63 Madeley St,2,3,2,21-03-2020,UNAVAILABLE,House,4th March 2020,$800k,VIC,Ocean Grove,3226
18 Seagull Gr,2,3,−,21-03-2020,604m²,House,18th March 2020,$640k,VIC,Ocean Grove,3226
7 Dairy Cl,2,4,2,21-03-2020,705.04m²,House,18th March 2020,$800k,VIC,Officer,3809
39 Kiama St,2,4,2,21-03-2020,467m²,House,18th March 2020,$701k,VIC,Officer,3809
25 Rosina Dr,2,4,2,21-03-2020,401m²,House,13th March 2020,$540k,VIC,Officer,3809
89 Timbertop Bvd,2,4,2,21-03-2020,350m²,House,13th March 2020,$600k,VIC,Officer,3809
8 Warwick Farm Rd,1,3,2,21-03-2020,"5,281m²",House,27th February 2020,$790k,VIC,Olinda,3788
22 Mitta St,1,3,4,21-03-2020,"3,043m²",House,16th March 2020,$350k,VIC,Omeo,3898
1/8 Holloway St,1,3,1,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$890k max bid,VIC,Ormond,3204
2/5 Wild Cherry Rd,2,2,1,21-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Ormond,3204
3/47 Wheeler St,2,2,1,21-03-2020,UNAVAILABLE,Townhouse,11th March 2020,$779k,VIC,Ormond,3204
28 Grice Qd,2,3,2,21-03-2020,713m²,House,UNAVAILABLE,-1,VIC,Pakenham,3810
4/98 Ahern Rd,1,2,1,21-03-2020,UNAVAILABLE,Unit,2nd March 2020,$367k,VIC,Pakenham,3810
27 Bluegrass Cr,2,3,6,21-03-2020,UNAVAILABLE,House,28th February 2020,$520k,VIC,Pakenham,3810
17 Carroll Wk,1,2,1,21-03-2020,106m²,House,19th March 2020,$360k,VIC,Pakenham,3810
31 Celebration Cct,2,4,2,21-03-2020,503m²,House,18th March 2020,$595k,VIC,Pakenham,3810
4 Clarendon St,2,4,2,21-03-2020,532m²,House,17th March 2020,$670k,VIC,Pakenham,3810
56 Cockatoo Rd,2,4,2,21-03-2020,448m²,House,16th March 2020,$571k,VIC,Pakenham,3810
27 Devine Dr,2,3,2,21-03-2020,312m²,House,13th March 2020,$440k,VIC,Pakenham,3810
6/17 Edgeware Cl,3,2,1,21-03-2020,62m²,Townhouse,17th March 2020,$385k,VIC,Pakenham,3810
3 Hood Pl,2,4,2,21-03-2020,531m²,House,25th February 2020,$625k,VIC,Pakenham,3810
5 Hood Pl,2,3,2,21-03-2020,500.42m²,House,17th March 2020,$555k,VIC,Pakenham,3810
25 Isabel St,2,4,2,21-03-2020,336m²,House,13th March 2020,$499k,VIC,Pakenham,3810
17 Killarney Cr,2,3,2,21-03-2020,528m²,House,19th March 2020,$535k,VIC,Pakenham,3810
10 Mahogany Ct,2,4,2,21-03-2020,655m²,House,17th March 2020,$543k,VIC,Pakenham,3810
18 McGill Ct,2,5,2,21-03-2020,606m²,House,13th March 2020,$510k,VIC,Pakenham,3810
41 Oaklands Wy,2,3,2,21-03-2020,469m²,House,18th March 2020,$520k,VIC,Pakenham,3810
19 Reidel Av,2,3,2,21-03-2020,491m²,House,20th March 2020,$523k,VIC,Pakenham,3810
18 Shetland Ct,2,3,2,21-03-2020,704m²,House,18th March 2020,$515k,VIC,Pakenham,3810
57 Smethurst Av,2,3,2,21-03-2020,UNAVAILABLE,House,3rd March 2020,$540k,VIC,Pakenham,3810
30 Stringy Bark Cct,2,3,2,21-03-2020,561m²,House,19th March 2020,$600k,VIC,Pakenham,3810
10 Volta La,2,3,2,21-03-2020,415m²,House,18th March 2020,$506.2k,VIC,Pakenham,3810
415 Morrison Rd,1,2,2,21-03-2020,2.02ha,House,17th March 2020,$780k,VIC,Pakenham Upper,3810
17 Bant St,1,3,4,21-03-2020,UNAVAILABLE,House,12th March 2020,$275k,VIC,Panmure,3265
14-16 Drayton Cr,3,4,3,21-03-2020,"2,920m²",House,15th March 2020,$1.42m,VIC,Park Orchards,3114
